Name,COORD
000000015032.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000008519.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000049301.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000019096.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000040924.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000000722.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000036903.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000009557.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000037396.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000027365.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000026573.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000000634.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000036939.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000001149.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000029020.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000046729.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000032510.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000033172.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000025804.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000038336.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000034489.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000045885.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000027731.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000026686.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000033305.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000024380.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000038748.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000014536.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000020702.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000042288.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000042967.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000010445.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000021587.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000028097.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000024242.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000048658.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000042245.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000049275.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000042743.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000021826.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000008494.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000042166.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000022085.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000021905.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000032949.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000023121.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000010871.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000018375.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000048571.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000044228.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000003865.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000037126.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000040534.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000011996.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000022360.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000027890.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000009270.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000028192.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000026938.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000038586.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000008436.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000007727.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000030569.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000047867.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000041247.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000005303.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
