Name,COORDS
000000024779.jpg,[0 0 0 0]
000000024782.jpg,[0 0 0 0]
000000024788.jpg,[0 0 0 0]
000000024794.jpg,[ 132  192  649 1391]
000000024808.jpg,[120 156 248 499]
000000024813.jpg,[0 0 0 0]
000000025148.jpg,[0 0 0 0]
000000025158.jpg,[107  95 357 633]
000000025162.jpg,[ 91  91 325 492]
000000025167.jpg,[  39   31  459 1129]
000000025174.jpg,[0 0 0 0]
000000025232.jpg,[190 126 263 303]
000000025234.jpg,[0 0 0 0]
000000025237.jpg,[111 185 333 450]
000000025244.jpg,[234  -5 493 442]
000000025245.jpg,[164 253 244 451]
000000025273.jpg,[0 0 0 0]
000000025274.jpg,[115  48 151  82]
000000025282.jpg,[ 66  85 344 698]
000000025283.jpg,[0 0 0 0]
000000025290.jpg,[248 -34 511 361]
000000025293.jpg,[ -18   53  514 1115]
000000025322.jpg,[190 319 258 439]
000000025343.jpg,[233 237 268 253]
000000026072.jpg,[0 0 0 0]
000000026078.jpg,[425 208 547 259]
000000026105.jpg,[215 238 342 825]
000000026118.jpg,[198 175 339 648]
000000026132.jpg,[ 13  31 142 531]
000000026133.jpg,[ 28  50 459 521]
000000026147.jpg,[ 70 355 128 497]
000000026152.jpg,[198 171 280 460]
000000026164.jpg,[0 0 0 0]
000000026166.jpg,[ 60 178 121 313]
000000026176.jpg,[215 137 279 306]
000000026185.jpg,[0 0 0 0]
000000026201.jpg,[0 0 0 0]
000000026209.jpg,[0 0 0 0]
000000026233.jpg,[0 0 0 0]
000000026241.jpg,[218  86 351 397]
000000026260.jpg,[0 0 0 0]
000000026263.jpg,[0 0 0 0]
000000013969.jpg,[287 106 552 240]
000000014160.jpg,[0 0 0 0]
000000014392.jpg,[ 76 420 331 747]
000000014683.jpg,[0 0 0 0]
000000014807.jpg,[147 179 271 457]
000000014990.jpg,[0 0 0 0]
000000015219.jpg,[0 0 0 0]
000000015496.jpg,[-31 219 102 567]
000000015658.jpg,[0 0 0 0]
000000015885.jpg,[377  22 540 529]
000000016123.jpg,[ 154  168  567 1281]
000000016290.jpg,[402 177 513 473]
000000016470.jpg,[-15 291  59 595]
000000016616.jpg,[0 0 0 0]
000000016902.jpg,[108 225 163 425]
000000017267.jpg,[110 117 306 484]
000000017432.jpg,[ 54 125 157 581]
000000017578.jpg,[ 23  80 132 433]
000000017817.jpg,[0 0 0 0]
000000018201.jpg,[326 216 397 541]
000000018373.jpg,[ 52 254 179 506]
000000018480.jpg,[361  82 508 447]
000000018666.jpg,[-29 176 264 618]
000000018882.jpg,[132  17 467 411]
000000019247.jpg,[0 0 0 0]
000000019441.jpg,[ 52  66 294 509]
000000019642.jpg,[0 0 0 0]
000000019906.jpg,[0 0 0 0]
000000020106.jpg,[430 144 535 505]
000000026833.jpg,[123 133 328 688]
000000026884.jpg,[  19  194  465 1878]
000000026893.jpg,[-98  28 350 794]
000000026895.jpg,[0 0 0 0]
000000026900.jpg,[0 0 0 0]
000000026905.jpg,[0 0 0 0]
000000026907.jpg,[119 212 233 626]
000000026913.jpg,[-20 199 153 481]
000000026932.jpg,[0 0 0 0]
000000026938.jpg,[  54  304  209 1193]
000000026939.jpg,[  28  168  469 1613]
000000026953.jpg,[0 0 0 0]
000000026967.jpg,[363  37 484 435]
000000026985.jpg,[0 0 0 0]
000000026987.jpg,[ 197  225  777 1318]
000000026992.jpg,[143 143 250 398]
000000026995.jpg,[150 150 388 550]
000000027005.jpg,[0 0 0 0]
000000027006.jpg,[128 265 327 517]
000000027012.jpg,[ 12 188 125 630]
000000027642.jpg,[449 -14 557 345]
000000027665.jpg,[0 0 0 0]
000000027667.jpg,[0 0 0 0]
000000027704.jpg,[147 348 399 546]
000000027711.jpg,[0 0 0 0]
000000027723.jpg,[190  64 245 284]
000000027727.jpg,[0 0 0 0]
000000027731.jpg,[186 151 383 350]
000000027742.jpg,[323  96 407 479]
000000027750.jpg,[ 39  15 364 697]
000000027764.jpg,[138  94 269 318]
000000027776.jpg,[0 0 0 0]
000000027778.jpg,[0 0 0 0]
000000027789.jpg,[317 153 423 539]
000000027792.jpg,[228  47 346 569]
000000027796.jpg,[469 283 495 409]
000000027798.jpg,[0 0 0 0]
000000027805.jpg,[  23  336  439 1205]
000000027826.jpg,[188  94 438 555]
000000027871.jpg,[ 21 183 112 366]
000000027888.jpg,[184  95 287 391]
000000027890.jpg,[0 0 0 0]
000000027897.jpg,[393 192 445 402]
000000027902.jpg,[175 165 501 523]
000000027907.jpg,[0 0 0 0]
000000027917.jpg,[0 0 0 0]
000000027919.jpg,[0 0 0 0]
000000027920.jpg,[231 104 342 352]
000000027937.jpg,[0 0 0 0]
000000027942.jpg,[0 0 0 0]
000000027946.jpg,[0 0 0 0]
000000027950.jpg,[434 265 574 492]
000000028261.jpg,[-66 -21 132 410]
000000028276.jpg,[0 0 0 0]
000000028281.jpg,[188  99 409 519]
000000028290.jpg,[0 0 0 0]
000000028304.jpg,[0 0 0 0]
000000028307.jpg,[ 12  29  90 398]
000000028314.jpg,[0 0 0 0]
000000028318.jpg,[327 200 533 540]
000000028327.jpg,[111  38 391 612]
000000028335.jpg,[143  84 369 300]
000000028336.jpg,[ 99 155 386 424]
000000028356.jpg,[273 318 346 474]
000000028378.jpg,[0 0 0 0]
000000028392.jpg,[0 0 0 0]
000000028402.jpg,[135  71 388 733]
000000028415.jpg,[194  91 402 445]
000000028417.jpg,[205  30 270 334]
000000028456.jpg,[125  98 247 358]
000000028462.jpg,[241 151 305 368]
000000028480.jpg,[396  16 515 366]
000000028503.jpg,[0 0 0 0]
000000028517.jpg,[0 0 0 0]
000000028518.jpg,[170  71 366 492]
000000028523.jpg,[0 0 0 0]
000000028525.jpg,[258 129 339 573]
000000029145.jpg,[0 0 0 0]
000000029146.jpg,[134  79 308 366]
000000029151.jpg,[114 127 199 499]
000000029153.jpg,[0 0 0 0]
000000029155.jpg,[0 0 0 0]
000000029161.jpg,[0 0 0 0]
000000029176.jpg,[142  93 348 537]
000000029189.jpg,[0 0 0 0]
000000029191.jpg,[124  91 316 211]
000000029241.jpg,[0 0 0 0]
000000029253.jpg,[0 0 0 0]
000000029254.jpg,[0 0 0 0]
000000029274.jpg,[  16  -31  520 1056]
000000029275.jpg,[-16  74 200 703]
000000029286.jpg,[269  60 357 306]
000000029312.jpg,[0 0 0 0]
000000029320.jpg,[ 47   8 431 598]
000000029322.jpg,[0 0 0 0]
000000029324.jpg,[309  86 346 229]
000000029607.jpg,[129  95 290 553]
000000029622.jpg,[0 0 0 0]
000000029626.jpg,[451 203 537 515]
000000029639.jpg,[ -5 100  73 421]
000000029642.jpg,[153 127 460 679]
000000029656.jpg,[0 0 0 0]
000000029687.jpg,[143  72 311 504]
000000029706.jpg,[186 133 297 420]
000000029715.jpg,[ 60  51 230 533]
000000029716.jpg,[0 0 0 0]
000000029719.jpg,[257  18 403 570]
000000029724.jpg,[166 373 229 509]
000000029727.jpg,[110 247 459 516]
000000029730.jpg,[166 107 390 362]
000000029752.jpg,[201  32 412 476]
000000029761.jpg,[0 0 0 0]
000000029776.jpg,[ 36  82 173 444]
000000029793.jpg,[0 0 0 0]
000000029799.jpg,[378  87 523 644]
000000029801.jpg,[0 0 0 0]
000000029813.jpg,[ 110  199  414 1139]
000000030239.jpg,[ 53  61 468 457]
000000030247.jpg,[127 212 178 442]
000000030255.jpg,[0 0 0 0]
000000030261.jpg,[-31 152  97 644]
000000030274.jpg,[ 48  32 364 625]
000000030288.jpg,[224 142 315 609]
000000030289.jpg,[399 124 570 557]
000000030299.jpg,[420 114 548 433]
000000030303.jpg,[315 237 386 368]
000000030328.jpg,[0 0 0 0]
000000030332.jpg,[225 491 295 593]
000000030334.jpg,[ 98  59 378 482]
000000030340.jpg,[336 132 517 510]
000000030345.jpg,[0 0 0 0]
000000030347.jpg,[133  27 361 201]
000000030349.jpg,[0 0 0 0]
000000030353.jpg,[444 229 486 408]
000000030355.jpg,[0 0 0 0]
000000030371.jpg,[153 169 301 353]
000000030387.jpg,[0 0 0 0]
000000031230.jpg,[288 157 417 591]
000000031235.jpg,[134 215 395 937]
000000031240.jpg,[0 0 0 0]
000000031250.jpg,[0 0 0 0]
000000031258.jpg,[250 165 327 249]
000000031273.jpg,[ 98 353 146 547]
000000031281.jpg,[0 0 0 0]
000000031282.jpg,[160 104 326 743]
000000031329.jpg,[188 299 297 360]
000000031332.jpg,[ 83 104 323 491]
000000031333.jpg,[117 204 214 356]
000000031335.jpg,[339 281 443 455]
000000031358.jpg,[190 212 299 337]
000000031368.jpg,[0 0 0 0]
000000031373.jpg,[286 103 421 674]
000000031374.jpg,[0 0 0 0]
000000032124.jpg,[-118   38   85  828]
000000032129.jpg,[126 224 227 404]
000000032134.jpg,[ -7  98 443 488]
000000032149.jpg,[314 142 518 826]
000000032151.jpg,[ 50  89 580 414]
000000032190.jpg,[0 0 0 0]
000000032203.jpg,[0 0 0 0]
000000032206.jpg,[198 341 279 501]
000000032220.jpg,[0 0 0 0]
000000032231.jpg,[0 0 0 0]
000000032236.jpg,[474 205 507 368]
000000032242.jpg,[-324    3  334  714]
000000032248.jpg,[224 119 429 486]
000000032258.jpg,[157 -22 375 529]
000000032270.jpg,[288 104 413 517]
000000032295.jpg,[0 0 0 0]
000000032300.jpg,[122  86 274 387]
000000032329.jpg,[0 0 0 0]
000000032331.jpg,[ 85  76 226 311]
000000032984.jpg,[240 126 356 343]
000000032985.jpg,[0 0 0 0]
000000032997.jpg,[157  28 284 371]
000000033006.jpg,[259 149 347 536]
000000033044.jpg,[0 0 0 0]
000000033047.jpg,[0 0 0 0]
000000033055.jpg,[197 253 496 482]
000000033057.jpg,[298 192 433 542]
000000033061.jpg,[0 0 0 0]
000000033073.jpg,[0 0 0 0]
000000033077.jpg,[206 125 344 341]
000000033091.jpg,[405 224 515 569]
000000033093.jpg,[0 0 0 0]
000000033094.jpg,[259 154 496 714]
000000033116.jpg,[364 130 490 469]
000000033127.jpg,[0 0 0 0]
000000033130.jpg,[0 0 0 0]
000000033156.jpg,[ 77  49 247 571]
000000033158.jpg,[0 0 0 0]
000000033172.jpg,[0 0 0 0]
000000033175.jpg,[141  27 313 648]
000000033840.jpg,[330 137 505 477]
000000033845.jpg,[128  47 353 462]
000000033861.jpg,[106 244 200 429]
000000033866.jpg,[0 0 0 0]
000000033869.jpg,[0 0 0 0]
000000033871.jpg,[ 21 141 198 603]
000000033874.jpg,[  7 151 400 259]
000000033882.jpg,[ 157  153  396 1015]
000000033883.jpg,[211 180 265 274]
000000033896.jpg,[0 0 0 0]
000000033897.jpg,[236 148 469 488]
000000033900.jpg,[247 115 332 306]
000000033901.jpg,[0 0 0 0]
000000033930.jpg,[-29  88 287 836]
000000033958.jpg,[0 0 0 0]
000000033974.jpg,[0 0 0 0]
000000033979.jpg,[316 479 379 525]
000000033991.jpg,[265 182 343 490]
000000034015.jpg,[219  70 354 506]
000000034020.jpg,[187 160 236 253]
000000034039.jpg,[256 170 488 661]
000000034056.jpg,[156  62 537 628]
000000034074.jpg,[  3 118  98 398]
000000034097.jpg,[0 0 0 0]
000000034100.jpg,[ 14 134 166 594]
000000034113.jpg,[0 0 0 0]
000000034120.jpg,[362  96 455 405]
000000034128.jpg,[0 0 0 0]
000000034138.jpg,[0 0 0 0]
000000034151.jpg,[205  51 371 553]
000000034167.jpg,[0 0 0 0]
000000034180.jpg,[ 191  227  423 1297]
000000034702.jpg,[ 98  61 282 494]
000000034708.jpg,[ 55 154 219 436]
000000034752.jpg,[0 0 0 0]
000000034754.jpg,[179 134 423 474]
000000034779.jpg,[0 0 0 0]
000000034785.jpg,[0 0 0 0]
000000034786.jpg,[278 206 353 604]
000000034795.jpg,[ 96  76 340 513]
000000034798.jpg,[ 83  85 390 913]
000000034800.jpg,[330 166 410 483]
000000034808.jpg,[ 87 464 188 683]
000000034810.jpg,[345  62 414 549]
000000034815.jpg,[303  76 530 525]
000000034816.jpg,[  42  238  432 1521]
000000034818.jpg,[0 0 0 0]
000000034820.jpg,[0 0 0 0]
000000034828.jpg,[0 0 0 0]
000000034835.jpg,[108 280 273 899]
000000034837.jpg,[ 62 137 196 481]
000000034861.jpg,[0 0 0 0]
000000034865.jpg,[261  24 500 351]
000000034866.jpg,[346 149 420 430]
000000034874.jpg,[155 140 428 748]
000000034880.jpg,[233 284 316 502]
000000034882.jpg,[143  47 290 287]
000000034900.jpg,[226 152 304 569]
000000034930.jpg,[-17 207  96 501]
000000034950.jpg,[-29 271  13 433]
000000035361.jpg,[0 0 0 0]
000000035374.jpg,[-17 146  23 335]
000000035382.jpg,[0 0 0 0]
000000035395.jpg,[0 0 0 0]
000000035411.jpg,[0 0 0 0]
000000035424.jpg,[0 0 0 0]
000000035429.jpg,[0 0 0 0]
000000035436.jpg,[0 0 0 0]
000000035446.jpg,[0 0 0 0]
000000035456.jpg,[436  98 523 499]
000000035473.jpg,[0 0 0 0]
000000035482.jpg,[0 0 0 0]
000000035504.jpg,[-34 -50 347 863]
000000035525.jpg,[259 144 342 414]
000000035532.jpg,[396 127 447 362]
000000035535.jpg,[205 180 345 343]
000000035547.jpg,[ 294   46  626 1512]
000000035552.jpg,[102  90 281 481]
000000037286.jpg,[323 148 475 501]
000000037323.jpg,[163  80 341 250]
000000037325.jpg,[ -4 -21 281 195]
000000037326.jpg,[207 302 289 476]
000000037327.jpg,[0 0 0 0]
000000037343.jpg,[0 0 0 0]
000000037354.jpg,[127 126 354 297]
000000037396.jpg,[-36 105  16 330]
000000037401.jpg,[172  56 316 503]
000000037403.jpg,[148 211 212 388]
000000037429.jpg,[  20  118  288 1034]
000000037456.jpg,[113  24 203 495]
000000037468.jpg,[ 93   5 348 497]
000000037478.jpg,[0 0 0 0]
000000037492.jpg,[ 25 122 212 602]
000000037513.jpg,[193 145 461 640]
000000037514.jpg,[0 0 0 0]
000000037519.jpg,[  7  55 377 588]
000000037527.jpg,[0 0 0 0]
000000038177.jpg,[0 0 0 0]
000000038178.jpg,[0 0 0 0]
000000038226.jpg,[292 350 399 581]
000000038232.jpg,[ 51 221 446 487]
000000038241.jpg,[0 0 0 0]
000000038259.jpg,[-227  280    5  331]
000000038266.jpg,[197 184 316 692]
000000038277.jpg,[252 275 297 375]
000000038296.jpg,[ -5 -24 372 717]
000000038317.jpg,[243 449 339 529]
000000038326.jpg,[-18  88 249 677]
000000038336.jpg,[0 0 0 0]
000000038350.jpg,[0 0 0 0]
000000038370.jpg,[283  90 450 430]
000000038375.jpg,[0 0 0 0]
000000038380.jpg,[262 111 333 379]
000000038402.jpg,[0 0 0 0]
000000038411.jpg,[178 194 214 384]
000000038417.jpg,[0 0 0 0]
000000038426.jpg,[ 42  73 424 671]
000000039115.jpg,[182   3 351 326]
000000039120.jpg,[178 159 536 486]
000000039125.jpg,[222 261 474 615]
000000039131.jpg,[129 177 196 367]
000000039137.jpg,[ 97 146 531 338]
000000039138.jpg,[111 218 230 685]
000000039141.jpg,[0 0 0 0]
000000039152.jpg,[0 0 0 0]
000000039155.jpg,[0 0 0 0]
000000039159.jpg,[109 199 232 542]
000000039185.jpg,[0 0 0 0]
000000039191.jpg,[351 124 479 451]
000000039195.jpg,[220 284 413 852]
000000039201.jpg,[-19 183 195 547]
000000039202.jpg,[218  73 511 733]
000000039203.jpg,[0 0 0 0]
000000039211.jpg,[ 20  99 260 393]
000000039225.jpg,[0 0 0 0]
000000039236.jpg,[0 0 0 0]
000000039258.jpg,[115  59 300 275]
000000039261.jpg,[ 85 151 283 441]
000000039267.jpg,[-34 124 308 449]
000000039270.jpg,[112  73 238 560]
000000040305.jpg,[141 311 249 471]
000000040317.jpg,[0 0 0 0]
000000040325.jpg,[0 0 0 0]
000000040334.jpg,[200 141 325 405]
000000040338.jpg,[ -1 -16 136 822]
000000040341.jpg,[203  45 354 505]
000000040342.jpg,[0 0 0 0]
000000040346.jpg,[118 165 443 649]
000000040351.jpg,[399 160 530 588]
000000040361.jpg,[ 70  81 438 412]
000000040398.jpg,[254 122 482 528]
000000040399.jpg,[  46  152  766 2028]
000000040407.jpg,[173  96 525 513]
000000040414.jpg,[0 0 0 0]
000000040423.jpg,[ 124  138  462 1242]
000000040428.jpg,[0 0 0 0]
000000040449.jpg,[219 188 304 447]
000000040458.jpg,[0 0 0 0]
000000026274.jpg,[220 255 293 575]
000000026425.jpg,[376  19 477 180]
000000026573.jpg,[0 0 0 0]
000000026829.jpg,[0 0 0 0]
000000027015.jpg,[275  56 359 508]
000000027226.jpg,[0 0 0 0]
000000027428.jpg,[0 0 0 0]
000000027627.jpg,[0 0 0 0]
000000027969.jpg,[ 95 140 240 481]
000000028257.jpg,[163  63 363 528]
000000028532.jpg,[255 155 363 327]
000000028854.jpg,[163 172 260 357]
000000029140.jpg,[254 160 428 468]
000000029328.jpg,[211  52 544 691]
000000029602.jpg,[0 0 0 0]
000000029821.jpg,[0 0 0 0]
000000030000.jpg,[277  77 417 483]
000000041458.jpg,[126   4 226 490]
000000041459.jpg,[0 0 0 0]
000000041461.jpg,[ 71 355 153 403]
000000041475.jpg,[-248   79  447 1819]
000000041516.jpg,[341 259 410 523]
000000041528.jpg,[0 0 0 0]
000000041549.jpg,[0 0 0 0]
000000041568.jpg,[0 0 0 0]
000000041570.jpg,[315 227 386 498]
000000041572.jpg,[ 72 250 174 452]
000000041574.jpg,[327 107 462 257]
000000041577.jpg,[0 0 0 0]
000000041597.jpg,[ 97 123 429 759]
000000041603.jpg,[253 241 348 476]
000000041606.jpg,[ 90 241 138 443]
000000041616.jpg,[0 0 0 0]
000000041638.jpg,[223 164 346 416]
000000042492.jpg,[106 117 180 242]
000000042493.jpg,[241 131 378 446]
000000042501.jpg,[212 146 413 356]
000000042507.jpg,[210 278 444 548]
000000042516.jpg,[325 320 392 517]
000000042529.jpg,[0 0 0 0]
000000042553.jpg,[ -50   72  228 1050]
000000042570.jpg,[479 216 539 519]
000000042584.jpg,[0 0 0 0]
000000042591.jpg,[293  96 458 577]
000000042619.jpg,[0 0 0 0]
000000042620.jpg,[ 50  85 404 552]
000000042622.jpg,[0 0 0 0]
000000042634.jpg,[0 0 0 0]
000000042661.jpg,[ 78 130 483 487]
000000042667.jpg,[ 35  56 359 692]
000000043170.jpg,[178 226 244 423]
000000043191.jpg,[0 0 0 0]
000000043193.jpg,[272 422 336 535]
000000043202.jpg,[0 0 0 0]
000000043206.jpg,[-57 182  22 463]
000000043226.jpg,[ 46  87 212 472]
000000043232.jpg,[-15 328  59 640]
000000043243.jpg,[0 0 0 0]
000000043248.jpg,[ 59 116 258 286]
000000043261.jpg,[0 0 0 0]
000000043264.jpg,[0 0 0 0]
000000043269.jpg,[317 171 374 403]
000000043270.jpg,[0 0 0 0]
000000043286.jpg,[430 257 472 411]
000000043289.jpg,[0 0 0 0]
000000043305.jpg,[109  59 177 458]
000000043324.jpg,[119 198 420 493]
000000043344.jpg,[208  22 327 455]
000000043404.jpg,[0 0 0 0]
000000043407.jpg,[0 0 0 0]
000000043411.jpg,[398  14 472 300]
000000043431.jpg,[0 0 0 0]
000000043444.jpg,[315 395 463 519]
000000043451.jpg,[0 0 0 0]
000000043455.jpg,[0 0 0 0]
000000043477.jpg,[0 0 0 0]
000000043486.jpg,[0 0 0 0]
000000043912.jpg,[0 0 0 0]
000000043922.jpg,[297 136 396 422]
000000043931.jpg,[0 0 0 0]
000000043936.jpg,[321 140 408 436]
000000043957.jpg,[  49   60  429 1177]
000000043960.jpg,[457 198 539 523]
000000043961.jpg,[382 138 555 507]
000000043968.jpg,[ 97  64 264 367]
000000043971.jpg,[0 0 0 0]
000000043998.jpg,[ -9  36  43 239]
000000044017.jpg,[0 0 0 0]
000000044029.jpg,[0 0 0 0]
000000044040.jpg,[ 107  159  431 1773]
000000044045.jpg,[0 0 0 0]
000000044047.jpg,[254 161 412 650]
000000044054.jpg,[0 0 0 0]
000000044057.jpg,[0 0 0 0]
000000044060.jpg,[242 264 304 525]
000000044065.jpg,[ 94  20 330 558]
000000044081.jpg,[-106  129  627 2296]
000000044093.jpg,[198 209 306 386]
000000044117.jpg,[215 253 261 397]
000000044127.jpg,[0 0 0 0]
000000044129.jpg,[0 0 0 0]
000000044132.jpg,[0 0 0 0]
000000044135.jpg,[-183  -71  603 1746]
000000044136.jpg,[  69  153  308 1125]
000000044782.jpg,[ 21 447  86 558]
000000044788.jpg,[0 0 0 0]
000000044795.jpg,[-50 257 106 531]
000000044800.jpg,[0 0 0 0]
000000044801.jpg,[299 221 378 458]
000000044802.jpg,[231 178 288 480]
000000044813.jpg,[199 176 286 500]
000000044815.jpg,[0 0 0 0]
000000044820.jpg,[241 182 363 438]
000000044823.jpg,[0 0 0 0]
000000044825.jpg,[364  70 448 318]
000000044827.jpg,[245 134 344 559]
000000044831.jpg,[0 0 0 0]
000000044839.jpg,[0 0 0 0]
000000044840.jpg,[0 0 0 0]
000000044856.jpg,[ 94  78 146 308]
000000044858.jpg,[0 0 0 0]
000000044901.jpg,[ 58  92 254 367]
000000044946.jpg,[344 218 515 571]
000000044952.jpg,[0 0 0 0]
000000044954.jpg,[200  74 444 255]
000000044959.jpg,[319 249 446 440]
000000044960.jpg,[0 0 0 0]
000000044977.jpg,[0 0 0 0]
000000045004.jpg,[104 130 237 460]
000000045284.jpg,[208  63 308 299]
000000045292.jpg,[0 0 0 0]
000000045299.jpg,[167  34 324 482]
000000045306.jpg,[360 160 602 607]
000000045337.jpg,[ 62  96 295 849]
000000045339.jpg,[268 189 432 513]
000000045343.jpg,[-39 333  31 620]
000000045351.jpg,[153 167 365 466]
000000045359.jpg,[0 0 0 0]
000000045374.jpg,[ 15  79  95 580]
000000045388.jpg,[401  69 592 545]
000000045392.jpg,[142 156 305 444]
000000045425.jpg,[0 0 0 0]
000000045433.jpg,[176  74 245 406]
000000045435.jpg,[0 0 0 0]
000000045437.jpg,[232 123 453 512]
000000045446.jpg,[0 0 0 0]
000000045455.jpg,[302 238 354 514]
000000045464.jpg,[ 65 197 220 685]
000000046737.jpg,[0 0 0 0]
000000046743.jpg,[ 85 189 354 440]
000000046754.jpg,[0 0 0 0]
000000046764.jpg,[266 210 446 526]
000000046813.jpg,[0 0 0 0]
000000046818.jpg,[ 80 126 392 894]
000000046847.jpg,[0 0 0 0]
000000046859.jpg,[314 124 524 564]
000000046882.jpg,[430 316 513 527]
000000046885.jpg,[234  23 327 219]
000000046889.jpg,[  25  221  404 1591]
000000046893.jpg,[192 211 322 391]
000000046919.jpg,[307 201 411 461]
000000046936.jpg,[103 111 186 483]
000000046940.jpg,[  42  168  769 1836]
000000046941.jpg,[134 107 334 880]
000000046942.jpg,[158  -6 290 329]
000000046950.jpg,[226  51 298 320]
000000046975.jpg,[0 0 0 0]
000000046978.jpg,[251 170 359 277]
000000046981.jpg,[ 65 104 280 464]
000000046990.jpg,[281  32 460 373]
000000047004.jpg,[0 0 0 0]
000000047566.jpg,[169  52 328 343]
000000047570.jpg,[302 125 452 495]
000000047596.jpg,[198 176 303 563]
000000047614.jpg,[0 0 0 0]
000000047619.jpg,[368 146 433 250]
000000047621.jpg,[204 135 370 472]
000000047624.jpg,[328  67 458 522]
000000047627.jpg,[0 0 0 0]
000000047631.jpg,[0 0 0 0]
000000047639.jpg,[ 95 145 228 426]
000000047640.jpg,[  2 184 210 893]
000000047643.jpg,[0 0 0 0]
000000047651.jpg,[0 0 0 0]
000000047652.jpg,[0 0 0 0]
000000047654.jpg,[ -9  37 334 646]
000000047659.jpg,[0 0 0 0]
000000047667.jpg,[170 119 452 540]
000000047680.jpg,[ 140  183  415 1225]
000000047684.jpg,[236  15 434 482]
000000047686.jpg,[ 65 236 136 429]
000000047687.jpg,[ 53 111 229 470]
000000047720.jpg,[0 0 0 0]
000000047725.jpg,[ 38 194  92 428]
000000047729.jpg,[0 0 0 0]
000000047732.jpg,[263  61 342 500]
000000048104.jpg,[150 -23 305 302]
000000048118.jpg,[287   5 344 302]
000000048126.jpg,[  19  123  350 1248]
000000048129.jpg,[115 100 523 794]
000000048130.jpg,[ 94  61 183 471]
000000048133.jpg,[308 426 349 524]
000000048141.jpg,[0 0 0 0]
000000048145.jpg,[320  71 527 449]
000000048150.jpg,[388  33 544 544]
000000048160.jpg,[294 136 350 485]
000000048163.jpg,[131 119 381 656]
000000048165.jpg,[0 0 0 0]
000000048169.jpg,[ 39  78 272 535]
000000048189.jpg,[0 0 0 0]
000000048194.jpg,[152  60 283 164]
000000048196.jpg,[0 0 0 0]
000000048204.jpg,[269 161 360 458]
000000000520.jpg,[0 0 0 0]
000000000531.jpg,[104 475 135 674]
000000000532.jpg,[209 263 241 443]
000000000536.jpg,[357 239 570 604]
000000000542.jpg,[0 0 0 0]
000000000544.jpg,[ 56 401 157 525]
000000000564.jpg,[238 290 390 520]
000000000569.jpg,[ 40 303 102 468]
000000000572.jpg,[193  47 313 512]
000000000589.jpg,[285 210 411 407]
000000000625.jpg,[353 248 435 517]
000000000634.jpg,[0 0 0 0]
000000000641.jpg,[0 0 0 0]
000000000659.jpg,[ -3 158  69 416]
000000000673.jpg,[0 0 0 0]
000000000690.jpg,[0 0 0 0]
000000000692.jpg,[ 167  158  489 1066]
000000000693.jpg,[285  89 411 442]
000000000716.jpg,[144 125 281 425]
000000000722.jpg,[0 0 0 0]
000000000723.jpg,[0 0 0 0]
000000000730.jpg,[0 0 0 0]
000000000731.jpg,[ 88  96 186 540]
000000000735.jpg,[0 0 0 0]
000000000761.jpg,[119 115 226 511]
000000000764.jpg,[ 43 147 154 438]
000000000781.jpg,[0 0 0 0]
000000000790.jpg,[377 183 534 533]
000000000795.jpg,[0 0 0 0]
000000000810.jpg,[0 0 0 0]
000000000821.jpg,[341 141 507 487]
000000000828.jpg,[287  93 365 340]
000000001554.jpg,[439 -53 499  82]
000000001563.jpg,[  45  125  473 1033]
000000001569.jpg,[ 55  86 222 372]
000000001579.jpg,[0 0 0 0]
000000001580.jpg,[331 157 446 440]
000000001586.jpg,[149 170 262 459]
000000001591.jpg,[0 0 0 0]
000000001592.jpg,[134 216 440 516]
000000001596.jpg,[0 0 0 0]
000000001599.jpg,[298 329 356 377]
000000001626.jpg,[201  10 421 501]
000000001637.jpg,[0 0 0 0]
000000001639.jpg,[254 206 329 364]
000000001655.jpg,[ 65 377 247 979]
000000001667.jpg,[ 153  212  543 1089]
000000001668.jpg,[344 156 480 603]
000000001670.jpg,[298 391 348 533]
000000001700.jpg,[166  49 315 465]
000000001706.jpg,[ 27  93 241 528]
000000001720.jpg,[0 0 0 0]
000000001722.jpg,[0 0 0 0]
000000001732.jpg,[172 105 257 525]
000000001756.jpg,[0 0 0 0]
000000001757.jpg,[-23  94 281 813]
000000001764.jpg,[0 0 0 0]
000000001774.jpg,[109 127 325 461]
000000005016.jpg,[186 168 240 311]
000000005018.jpg,[0 0 0 0]
000000005021.jpg,[ 89  90 391 583]
000000005028.jpg,[321 243 368 472]
000000005032.jpg,[226  64 373 488]
000000005038.jpg,[319 188 484 493]
000000005064.jpg,[253 181 396 427]
000000005073.jpg,[294 -22 338 123]
000000005083.jpg,[175  86 381 532]
000000005085.jpg,[0 0 0 0]
000000005086.jpg,[262 305 283 440]
000000005094.jpg,[104  39 409 465]
000000005105.jpg,[132 121 202 358]
000000005107.jpg,[443 246 514 527]
000000005123.jpg,[0 0 0 0]
000000005124.jpg,[-49 157  85 413]
000000005131.jpg,[0 0 0 0]
000000005152.jpg,[0 0 0 0]
000000005156.jpg,[ 20  52  70 152]
000000005165.jpg,[ 32  36 191 500]
000000005169.jpg,[0 0 0 0]
000000005178.jpg,[247 187 316 332]
000000005198.jpg,[279 165 461 582]
000000005205.jpg,[106 101 348 563]
000000005210.jpg,[0 0 0 0]
000000005215.jpg,[0 0 0 0]
000000005219.jpg,[137 124 628 495]
